GeneID,Entrez,Phylostrata
SFXN4,119559,8
SFXN5,94097,2
SGCA,6442,5
SGCB,6443,5
SGCD,6444,6
SGCG,6445,8
SGCZ,137868,5
SGIP1,84251,4
SGK1,6446,2
SGK2,10110,2
SGK223,157285,8
SGK494,124923,6
SGMS1,259230,6
SGMS2,166929,2
SGOL1,151648,8
SGOL2,151246,8
SGPP1,81537,1
SGPP2,130367,1
SGSH,6448,1
SGSM1,129049,4
SGSM2,9905,4
SGSM3,27352,4
SGTA,6449,2
SGTB,54557,2
SH2B1,25970,6
SH2B2,10603,6
SH2B3,10019,8
SH2D1A,4068,8
SH2D1B,117157,8
SH2D2A,9047,9
SH2D3A,10045,11
SH2D3C,10044,6
SH2D4A,63898,5
SH2D4B,387694,6
SH2D5,400745,8
SH2D6,284948,8
SH2D7,646892,8
SH3BGR,6450,6
SH3BGRL,6451,6
SH3BGRL2,83699,8
SH3BP1,23616,8
SH3BP2,6452,4
SH3BP4,23677,7
SH3BP5,9467,6
SH3BP5L,80851,4
SH3D19,152503,4
SH3D21,79729,5
SH3GL1,6455,2
SH3GL2,6456,2
SH3GL3,6457,2
SH3GLB1,51100,4
SH3GLB2,56904,4
SH3KBP1,30011,4
SH3PXD2A,9644,8
SH3PXD2B,285590,5
SH3RF1,57630,5
SH3RF2,153769,9
SH3RF3,344558,5
SH3TC1,54436,8
SH3TC2,79628,8
SH3YL1,26751,1
SHANK2,22941,5
SHARPIN,81858,5
SHB,6461,5
SHBG,6462,8
SHC1,6464,5
SHC2,25759,4
SHC3,53358,6
SHC4,399694,9
SHCBP1,79801,5
SHE,126669,8
SHFM1,7979,2
SHH,6469,5
SHISA2,387914,8
SHISA3,152573,8
SHISA4,149345,8
SHISA5,51246,6
SHISA6,388336,8
SHISA7,729956,10
SHISA8,440829,8
SHKBP1,92799,4
SHMT1,6470,1
SHMT2,6472,1
SHOC2,8036,1
SHOX,6473,6
SHOX2,6474,6
SHPK,23729,2
SHPRH,257218,2
SHQ1,55164,2
SHROOM1,134549,12
SHROOM2,357,5
SHROOM3,57619,7
SHROOM4,57477,8
SI,6476,2
SIAE,54414,2
SIAH1,6477,2
SIAH2,6478,2
SIAH3,283514,9
SIDT1,54847,4
SIDT2,51092,4
SIGIRR,59307,8
SIGLEC1,6614,10
SIGLEC10,89790,10
SIGLEC11,114132,10
SIGLEC15,284266,8
SIGLEC5,8778,12
SIGLEC7,27036,6
SIGLEC8,27181,6
SIGLEC9,27180,6
SIGLECL1,284369,12
SIGMAR1,10280,2
SIK1,150094,4
SIK2,23235,5
SIK3,23387,2
SIKE1,80143,8
SIL1,64374,2
SIM1,6492,4
SIM2,6493,4
SIMC1,375484,8
SIN3A,25942,2
SIN3B,23309,2
SIPA1,6494,2
SIPA1L1,26037,2
SIPA1L2,57568,2
SIPA1L3,23094,2
SIRPA,140885,9
SIRPB1,10326,9
SIRPB2,284759,12
SIRPD,128646,8
SIRPG,55423,9
SIRT1,23411,2
SIRT2,22933,1
SIRT3,23410,1
SIRT4,23409,1
SIRT5,23408,1
SIRT6,51548,2
SIRT7,51547,3
SIT1,27240,10
SIVA1,10572,6
SIX1,6495,5
SIX2,10736,5
SIX3,6496,4
SIX4,51804,5
SIX5,147912,8
SKA1,220134,2
SKA2,348235,8
SKA3,221150,5
SKAP1,8631,8
SKAP2,8935,5
SKI,6497,4
SKIDA1,387640,5
SKIL,6498,8
SKIV2L,6499,2
SKIV2L2,23517,1
SKOR1,390598,2
SKOR2,652991,2
SKP1,6500,2
SLA,6503,8
SLA2,84174,8
SLAIN1,122060,7
SLAIN2,57606,5
SLAMF1,6504,9
SLAMF6,114836,12
SLAMF7,57823,12
SLAMF8,56833,11
SLAMF9,89886,11
SLBP,7884,2
SLC10A1,6554,7
SLC10A2,6555,1
SLC10A3,8273,1
SLC10A4,201780,7
SLC10A6,345274,6
SLC10A7,84068,1
SLC11A1,6556,1
SLC11A2,4891,1
SLC12A1,6557,4
SLC12A2,6558,4
SLC12A3,6559,4
SLC12A4,6560,2
SLC12A5,57468,2
SLC12A6,9990,2
SLC12A7,10723,2
SLC12A8,84561,4
SLC12A9,56996,3
SLC13A1,6561,8
SLC13A2,9058,1
SLC13A3,64849,6
SLC13A4,26266,7
SLC13A5,284111,1
SLC14A1,6563,6
SLC14A2,8170,1
SLC15A1,6564,1
SLC15A2,6565,1
SLC15A3,51296,11
SLC15A4,121260,1
SLC15A5,729025,8
SLC16A1,6566,3
SLC16A10,117247,3
SLC16A11,162515,11
SLC16A12,387700,3
SLC16A13,201232,1
SLC16A14,151473,6
SLC16A2,6567,8
SLC16A3,9123,3
SLC16A4,9122,6
SLC16A5,9121,8
SLC16A6,9120,8
SLC16A7,9194,3
SLC16A8,23539,8
SLC17A1,6568,12
SLC17A2,10246,10
SLC17A3,10786,12
SLC17A4,10050,10
SLC17A5,26503,1
SLC17A6,57084,1
SLC17A7,57030,1
SLC17A8,246213,1
SLC17A9,63910,1
SLC18A1,6570,1
SLC18A2,6571,1
SLC18A3,6572,1
SLC18B1,116843,1
SLC19A1,6573,6
SLC19A2,10560,2
SLC19A3,80704,6
SLC1A1,6505,1
SLC1A2,6506,1
SLC1A3,6507,1
SLC1A4,6509,1
SLC1A6,6511,1
SLC1A7,6512,8
SLC20A1,6574,1
SLC20A2,6575,1
SLC22A1,6580,8
SLC22A10,387775,12
SLC22A11,55867,10
SLC22A12,116085,10
SLC22A13,9390,1
SLC22A14,9389,11
SLC22A15,55356,6
SLC22A16,85413,8
SLC22A17,51310,8
SLC22A18,5002,2
SLC22A2,6582,8
SLC22A23,63027,8
SLC22A24,283238,12
SLC22A25,387601,12
SLC22A3,6581,2
SLC22A4,6583,1
SLC22A5,6584,1
SLC22A6,9356,8
SLC22A7,10864,8
SLC22A8,9376,10
SLC22A9,114571,12
SLC23A1,9963,1
SLC23A3,151295,9
SLC24A1,9187,6
SLC24A2,25769,2
SLC24A3,57419,2
SLC24A4,123041,2
SLC24A5,283652,1
SLC25A1,6576,2
SLC25A10,1468,2
SLC25A11,8402,2
SLC25A12,8604,2
SLC25A13,10165,2
SLC25A14,9016,2
SLC25A15,10166,2
SLC25A17,10478,2
SLC25A18,83733,2
SLC25A19,60386,2
SLC25A2,83884,2
SLC25A20,788,2
SLC25A21,89874,2
SLC25A22,79751,2
SLC25A23,79085,2
SLC25A24,29957,2
SLC25A25,114789,2
SLC25A26,115286,2
SLC25A27,9481,2
SLC25A28,81894,2
SLC25A29,123096,2
SLC25A3,5250,2
SLC25A30,253512,2
SLC25A31,83447,2
SLC25A32,81034,2
SLC25A33,84275,2
SLC25A34,284723,2
SLC25A35,399512,2
SLC25A36,55186,2
SLC25A37,51312,2
SLC25A38,54977,2
SLC25A39,51629,2
SLC25A4,291,2
SLC25A40,55972,2
SLC25A41,284427,11
SLC25A42,284439,2
SLC25A43,203427,4
SLC25A44,9673,2
SLC25A47,283600,8
SLC25A48,153328,5
SLC25A5,292,2
SLC25A51,92014,4
SLC25A52,147407,15
SLC25A53,401612,8
SLC25A6,293,2
SLC26A1,10861,6
SLC26A10,65012,8
SLC26A11,284129,1
SLC26A2,1836,6
SLC26A3,1811,8
SLC26A4,5172,8
SLC26A5,375611,1
SLC26A6,65010,1
SLC26A7,115111,9
SLC26A8,116369,9
SLC26A9,115019,9
SLC27A1,376497,1
SLC27A2,11001,1
SLC27A3,11000,11
SLC27A4,10999,1
SLC27A5,10998,10
SLC27A6,28965,1
SLC28A1,9154,1
SLC28A2,9153,1
SLC28A3,64078,1
SLC29A1,2030,2
SLC29A2,3177,2
SLC29A3,55315,2
SLC29A4,222962,2
SLC2A1,6513,2
SLC2A10,81031,8
SLC2A11,66035,1
SLC2A12,154091,2
SLC2A13,114134,1
SLC2A14,144195,2
SLC2A2,6514,8
SLC2A3,6515,2
SLC2A4,6517,2
SLC2A4RG,56731,4
SLC2A5,6518,7
SLC2A6,11182,8
SLC2A7,155184,11
SLC2A8,29988,1
SLC2A9,56606,3
SLC30A1,7779,2
SLC30A10,55532,2
SLC30A2,7780,2
SLC30A3,7781,2
SLC30A4,7782,2
SLC30A5,64924,1
SLC30A7,148867,1
SLC30A9,10463,1
SLC31A1,1317,2
SLC32A1,140679,2
SLC33A1,9197,2
SLC34A1,6569,1
SLC34A2,10568,1
SLC34A3,142680,11
SLC35A1,10559,2
SLC35A2,7355,2
SLC35A3,23443,2
SLC35A4,113829,8
SLC35A5,55032,5
SLC35B1,10237,2
SLC35B2,347734,2
SLC35B3,51000,2
SLC35B4,84912,2
SLC35C1,55343,2
SLC35C2,51006,2
SLC35D1,23169,2
SLC35D2,11046,2
SLC35D3,340146,2
SLC35E1,79939,2
SLC35E2B,728661,2
SLC35E4,339665,2
SLC35F1,222553,2
SLC35F2,54733,2
SLC35F3,148641,4
SLC35F4,341880,4
SLC35F5,80255,2
SLC35F6,54978,2
SLC35G1,159371,1
SLC35G2,80723,5
SLC35G3,146861,10
SLC35G5,83650,10
SLC35G6,643664,10
SLC36A1,206358,2
SLC36A2,153201,2
SLC36A3,285641,12
SLC36A4,120103,2
SLC37A1,54020,1
SLC37A2,219855,1
SLC37A3,84255,1
SLC38A10,124565,4
SLC38A11,151258,2
SLC38A2,54407,8
SLC38A4,55089,7
SLC38A5,92745,2
SLC38A6,145389,2
SLC38A7,55238,2
SLC38A8,146167,8
SLC38A9,153129,2
SLC39A1,27173,2
SLC39A10,57181,4
SLC39A11,201266,1
SLC39A12,221074,6
SLC39A13,91252,4
SLC39A14,23516,4
SLC39A2,29986,2
SLC39A3,29985,2
SLC39A4,55630,8
SLC39A5,283375,6
SLC39A6,25800,6
SLC39A7,7922,2
SLC39A8,64116,6
SLC3A1,6519,1
SLC3A2,6520,6
SLC40A1,30061,2
SLC41A1,254428,1
SLC41A2,84102,1
SLC41A3,54946,1
SLC43A1,8501,5
SLC43A2,124935,5
SLC44A1,23446,6
SLC44A3,126969,6
SLC44A4,80736,2
SLC44A5,204962,2
SLC45A1,50651,8
SLC45A3,85414,8
SLC45A4,57210,7
SLC46A1,113235,3
SLC46A2,57864,6
SLC46A3,283537,6
SLC47A1,55244,1
SLC47A2,146802,1
SLC4A1,6521,2
SLC4A10,57282,2
SLC4A11,83959,2
SLC4A1AP,22950,2
SLC4A2,6522,2
SLC4A3,6508,2
SLC4A4,8671,2
SLC4A7,9497,2
SLC4A8,9498,2
SLC4A9,83697,2
SLC50A1,55974,2
SLC51A,200931,6
SLC51B,123264,9
SLC52A1,55065,8
SLC52A2,79581,8
SLC52A3,113278,4
SLC5A1,6523,1
SLC5A10,125206,1
SLC5A11,115584,1
SLC5A12,159963,1
SLC5A3,6526,1
SLC5A4,6527,1
SLC5A5,6528,8
SLC5A6,8884,1
SLC5A7,60482,1
SLC5A9,200010,1
SLC6A1,6529,3
SLC6A11,6538,3
SLC6A12,6539,3
SLC6A13,6540,3
SLC6A14,11254,1
SLC6A15,55117,4
SLC6A16,28968,12
SLC6A17,388662,4
SLC6A18,348932,4
SLC6A19,340024,4
SLC6A2,6530,1
SLC6A20,54716,4
SLC6A3,6531,1
SLC6A4,6532,1
SLC6A5,9152,1
SLC6A6,6533,3
SLC6A7,6534,1
SLC6A9,6536,1
SLC7A1,6541,1
SLC7A10,56301,1
SLC7A11,23657,1
SLC7A13,157724,9
SLC7A14,57709,4
SLC7A2,6542,1
SLC7A3,84889,1
SLC7A4,6545,1
SLC7A5,8140,1
SLC7A6,9057,1
SLC7A6OS,84138,2
SLC7A8,23428,1
SLC8A2,6543,2
SLC8A3,6547,2
SLC8B1,80024,2
SLC9A1,6548,1
SLC9A2,6549,1
SLC9A3,6550,1
SLC9A3R1,9368,5
SLC9A4,389015,1
SLC9A5,6553,1
SLC9A6,10479,1
SLC9A7,84679,1
SLC9A8,23315,1
SLC9A9,285195,1
SLC9B1,150159,2
SLC9B2,133308,2
SLC9C1,285335,5
SLC9C2,284525,10
SLCO1A2,6579,9
SLCO1B1,10599,7
SLCO1C1,53919,7
SLCO2A1,6578,6
SLCO2B1,11309,8
SLCO3A1,28232,6
SLCO4C1,353189,4
SLCO5A1,81796,4
SLCO6A1,133482,12
SLFN11,91607,11
SLFN12,55106,13
SLFN12L,100506736,13
SLFN13,146857,11
SLFN14,342618,11
SLFN5,162394,11
SLFNL1,200172,2
SLIRP,81892,4
SLIT1,6585,4
SLIT2,9353,4
SLIT3,6586,4
SLITRK1,114798,7
SLITRK2,84631,8
SLITRK3,22865,8
SLITRK4,139065,8
SLITRK5,26050,8
SLITRK6,84189,8
SLK,9748,4
SLMAP,7871,3
SLMO1,10650,2
SLMO2,51012,2
SLN,6588,13
SLPI,6590,10
SLTM,79811,5
SLU7,10569,2
SLURP1,57152,11
SLX1A,79008,2
SLX1B,79008,2
SLX4,84464,4
SLX4IP,128710,8
SMAD1,4086,4
SMAD2,4087,5
SMAD3,4088,5
SMAD4,4089,4
SMAD6,4091,4
SMAD7,4092,7
SMAD9,4093,4
SMAGP,57228,10
SMAP1,60682,2
SMAP2,64744,2
SMARCA1,6594,1
SMARCA2,6595,2
SMARCA4,6597,2
SMARCA5,8467,1
SMARCAD1,56916,2
SMARCAL1,50485,2
SMARCB1,6598,2
SMARCC1,6599,2
SMARCC2,6601,2
SMARCD1,6602,2
SMARCD2,6603,2
SMARCD3,6604,2
SMARCE1,6605,4
SMC1A,8243,2
SMC1B,27127,2
SMC2,10592,1
SMC3,9126,1
SMC4,10051,1
SMC5,23137,2
SMC6,79677,2
SMCHD1,23347,5
SMCO1,255798,12
SMCO2,341346,12
SMCO3,440087,9
SMCO4,56935,5
SMCP,4184,12
SMCR8,140775,8
SMDT1,91689,6
SMEK2,57223,2
SMG1,23049,2
SMG5,23381,4
SMG6,23293,2
SMG8,55181,4
SMG9,56006,2
SMIM10,644538,9
SMIM14,201895,5
SMIM15,643155,4
SMIM19,114926,8
SMIM2,79024,14
SMIM21,284274,15
SMIM23,644994,12
SMIM4,440957,6
SMIM5,643008,15
SMIM7,79086,6
SMIM8,57150,6
SMIM9,100132963,13
SMN1,6606,2
SMNDC1,10285,2
SMO,6608,5
SMOC1,64093,5
SMOC2,64094,5
SMPD1,6609,2
SMPD2,6610,2
SMPD3,55512,7
SMPDL3A,10924,2
SMPDL3B,27293,2
SMPX,23676,8
SMR3A,26952,13
SMS,6611,4
SMTNL1,219537,5
SMTNL2,342527,8
SMU1,55234,2
SMUG1,23583,5
SMURF2,64750,4
SMYD1,150572,2
SMYD2,56950,2
SMYD4,114826,2
SMYD5,10322,2
SNAI1,6615,10
SNAI2,6591,4
SNAI3,333929,8
SNAP23,8773,8
SNAP25,6616,2
SNAP29,9342,2
SNAP47,116841,4
SNAP91,9892,2
SNAPC1,6617,4
SNAPC2,6618,8
SNAPC3,6619,2
SNAPC4,6621,2
SNAPC5,10302,8
SNAPIN,23557,4
SNCA,6622,8
SNCAIP,9627,2
SNCB,6620,8
SNCG,6623,8
SND1,27044,2
SNED1,25992,8
SNF8,11267,2
SNIP1,79753,2
SNN,8303,8
SNPH,9751,8
SNRK,54861,1
SNRNP200,23020,1
SNRNP25,79622,2
SNRNP27,11017,2
SNRNP40,9410,2
SNRNP48,154007,4
SNRNP70,6625,2
SNRPA,6626,2
SNRPA1,6627,2
SNRPB,6628,2
SNRPB2,6629,2
SNRPC,6631,2
SNRPD1,6632,2
SNRPD2,6633,2
SNRPE,6635,2
SNRPF,6636,2
SNRPG,6637,2
SNTA1,6640,8
SNTB1,6641,4
SNTB2,6645,4
SNTG2,54221,6
SNTN,132203,9
SNUPN,10073,2
SNW1,22938,2
SNX1,6642,2
SNX10,29887,8
SNX11,29916,5
SNX14,57231,4
SNX16,64089,5
SNX17,9784,4
SNX18,112574,3
SNX19,399979,7
SNX2,6643,2
SNX20,124460,4
SNX21,90203,5
SNX22,79856,6
SNX24,28966,4
SNX25,83891,4
SNX27,81609,4
SNX29,92017,4
SNX3,8724,2
SNX30,401548,2
SNX31,169166,10
SNX32,254122,4
SNX33,257364,3
SNX4,8723,4
SNX5,27131,8
SNX6,58533,4
SNX7,51375,4
SNX8,29886,3
SNX9,51429,8
SOAT1,6646,2
SOAT2,8435,12
SOBP,55084,6
SOCS1,8651,8
SOCS2,8835,5
SOCS3,9021,8
SOCS4,122809,8
SOCS5,9655,5
SOCS6,9306,5
SOCS7,30837,6
SOD1,6647,1
SOD2,6648,1
SOD3,6649,8
SOGA1,140710,7
SOGA3,9729,7
SOHLH1,402381,12
SON,6651,5
SORBS1,10580,4
SORBS2,8470,7
SORBS3,10174,6
SORCS1,114815,4
SORCS3,22986,4
SORD,6652,1
SORL1,6653,2
SORT1,6272,2
SOS1,6654,2
SOS2,6655,2
SOST,50964,8
SOWAHA,134548,8
SOWAHB,345079,5
SOWAHC,65124,8
SOWAHD,347454,12
SOX1,6656,3
SOX10,6663,6
SOX11,6664,4
SOX12,6666,11
SOX14,8403,4
SOX15,6665,5
SOX17,64321,5
SOX18,54345,8
SOX2,6657,3
SOX21,11166,6
SOX3,6658,8
SOX30,11063,5
SOX4,6659,3
SOX6,55553,6
SOX8,30812,6
SOX9,6662,4
SP1,6667,6
SP100,6672,8
SP110,3431,12
SP140,11262,11
SP140L,93349,11
SP2,6668,8
SP3,6670,6
SP4,6671,4
SP5,389058,6
SP6,80320,8
SP7,121340,8
SP8,221833,4
SP9,100131390,4
SPA17,53340,5
SPACA1,81833,9
SPACA4,171169,8
SPACA5,389852,6
SPACA7,122258,13
SPAG1,6674,2
SPAG16,79582,2
SPAG17,200162,4
SPAG4,6676,3
SPAG5,10615,10
SPAG6,9576,2
SPAG7,9552,4
SPAG8,26206,4
SPAM1,6677,6
SPANXB1,171490,15
SPANXB2,728695,15
SPANXD,64648,15
SPANXN2,494119,14
SPANXN3,139067,14
SPANXN4,441525,14
SPANXN5,494197,14
SPARC,6678,5
SPARCL1,8404,8
SPAST,6683,1
SPATA12,353324,14
SPATA13,221178,2
SPATA16,83893,9
SPATA17,128153,2
SPATA18,132671,5
SPATA19,219938,10
SPATA2,9825,6
SPATA20,64847,1
SPATA21,374955,12
SPATA22,84690,5
SPATA24,202051,4
SPATA25,128497,11
SPATA2L,124044,8
SPATA3,130560,13
SPATA31A3,727830,12
SPATA31A4,642629,12
SPATA31A5,727905,12
SPATA31A6,389730,12
SPATA31A7,26165,12
SPATA31D1,389762,12
SPATA31E1,286234,12
SPATA32,124783,12
SPATA4,132851,2
SPATA5,166378,2
SPATA5L1,79029,2
SPATA6,54558,4
SPATA6L,55064,6
SPATA7,55812,4
SPATA8,145946,15
SPATA9,83890,11
SPATC1,375686,10
SPATC1L,84221,8
SPATS2,65244,4
SPATS2L,26010,6
SPC25,57405,2
SPCS1,28972,2
SPCS2,9789,2
SPDEF,25803,6
SPDL1,54908,4
SPDYA,245711,5
SPDYC,387778,10
SPDYE1,285955,10
SPDYE2,441273,10
SPDYE4,388333,12
SPECC1,92521,5
SPECC1L,23384,5
SPEF1,25876,2
SPEF2,79925,2
SPEG,10290,1
SPEM1,374768,10
SPEN,23013,4
SPERT,220082,9
SPESP1,246777,10
SPG11,80208,2
SPG20,23111,2
SPG20OS,000,15
SPG21,51324,2
SPG7,6687,1
SPHAR,10638,14
SPHK1,8877,2
SPHK2,56848,2
SPHKAP,80309,8
SPI1,6688,8
SPIB,6689,8
SPIC,121599,8
SPICE1,152185,4
SPIDR,23514,4
SPIN1,10927,8
SPIN2A,54466,12
SPIN2B,54466,12
SPIN3,169981,8
SPIN4,139886,12
SPINK1,6690,2
SPINK13,153218,13
SPINK14,408187,13
SPINK2,6691,6
SPINK4,27290,8
SPINK6,404203,9
SPINK7,84651,7
SPINK8,646424,13
SPINK9,643394,14
SPINT1,6692,8
SPINT2,10653,8
SPINT3,10816,5
SPINT4,391253,6
SPIRE1,56907,6
SPIRE2,84501,5
SPN,6693,7
SPNS2,124976,8
SPNS3,201305,12
SPOCD1,90853,10
SPOCK1,6695,8
SPOCK2,9806,5
SPOCK3,50859,6
SPON2,10417,6
SPOP,8405,2
SPOPL,339745,2
SPP1,6696,9
SPP2,6694,9
SPPL2A,84888,2
SPPL2C,162540,11
SPPL3,121665,2
SPR,6697,1
SPRED1,161742,6
SPRED2,200734,6
SPRED3,399473,12
SPRR1A,6698,2
SPRR1B,6699,5
SPRR2A,6700,15
SPRR3,6707,5
SPRR4,163778,13
SPRTN,83932,2
SPRY1,10252,8
SPRY2,10253,5
SPRY3,10251,6
SPRY4,81848,8
SPRYD3,84926,6
SPRYD4,283377,8
SPRYD7,57213,4
SPSB1,80176,4
SPSB3,90864,4
SPSB4,92369,4
SPTAN1,6709,3
SPTBN1,6711,3
SPTBN2,6712,3
SPTBN4,57731,3
SPTBN5,51332,3
SPTLC2,9517,1
SPTLC3,55304,1
SPTSSA,171546,3
SPTSSB,165679,6
SPTY2D1,144108,2
SPZ1,84654,12
SQLE,6713,2
SQRDL,58472,1
SQSTM1,8878,4
SRA1,10011,4
SRBD1,55133,1
SRC,6714,2
SRCAP,10847,2
SRCIN1,80725,4
SRCRB4D,136853,8
SRD5A1,6715,2
SRD5A3,79644,2
SREBF1,6720,4
SREBF2,6721,4
SREK1,140890,2
SRF,6722,2
SRFBP1,153443,4
SRGAP1,57522,4
SRGAP3,9901,4
SRGN,5552,8
SRI,6717,4
SRM,6723,1
SRMS,6725,8
SRP14,6727,2
SRP19,6728,1
SRP54,6729,1
SRP68,6730,2
SRP72,6731,2
SRP9,6726,2
SRPK1,6732,2
SRPK3,26576,2
SRPR,6734,1
SRPRB,58477,2
SRPX,8406,5
SRPX2,27286,8
SRR,63826,1
SRRD,402055,2
SRRM1,10250,2
SRRM2,23524,2
SRRM3,222183,8
SRRM4,84530,3
SRRM5,100170229,6
SRRT,51593,2
SRSF10,10772,2
SRSF11,9295,4
SRSF2,6427,2
SRSF3,6428,2
SRSF4,6429,2
SRSF5,6430,8
SRSF6,6431,2
SRSF7,6432,2
SRSF9,8683,2
SRXN1,140809,2
SRY,6736,5
SS18,6760,6
SS18L1,26039,5
SS18L2,51188,2
SSB,6741,2
SSBP1,6742,1
SSBP3,23648,2
SSBP3-AS1,000,15
SSBP4,170463,2
SSC5D,284297,5
SSFA2,6744,6
SSH1,54434,2
SSH2,85464,2
SSH3,54961,3
SSMEM1,136263,9
SSNA1,8636,2
SSR1,6745,2
SSR3,6747,4
SSR4,6748,5
SSRP1,6749,2
SSSCA1,10534,2
SST,6750,8
SSTR1,6751,6
SSTR2,6752,5
SSTR3,6753,8
SSTR4,6754,9
SSTR5,6755,8
SSU72,29101,2
SSUH2,51066,2
SSX1,6756,14
SSX2,6757,14
SSX2B,6757,14
SSX2IP,117178,2
SSX3,10214,14
SSX4,6759,12
SSX4B,6759,12
SSX5,6758,14
ST13,6767,2
ST14,6768,8
ST18,9705,3
ST3GAL1,6482,8
ST3GAL2,6483,7
ST3GAL3,6487,8
ST3GAL5,8869,8
ST5,6764,2
ST6GAL1,6480,8
ST6GAL2,84620,6
ST6GALNAC1,55808,8
ST6GALNAC2,10610,8
ST6GALNAC3,256435,8
ST6GALNAC4,27090,8
ST6GALNAC5,81849,5
ST6GALNAC6,30815,8
ST7,7982,5
ST7-OT4,000,15
ST7L,54879,5
ST8SIA1,6489,8
ST8SIA2,8128,8
ST8SIA3,51046,8
ST8SIA4,7903,8
ST8SIA5,29906,8
ST8SIA6,338596,9
STAB1,23166,5
STAB2,55576,5
STAC,6769,5
STAC2,342667,6
STAC3,246329,6
STAG1,10274,2
STAG2,10735,2
STAG3,10734,2
STAM,8027,3
STAM2,10254,3
STAMBP,10617,2
STAMBPL1,57559,8
STAP1,26228,9
STAR,6770,6
STARD10,10809,2
STARD13,90627,4
STARD3,10948,4
STARD3NL,83930,6
STARD4,134429,6
STARD5,80765,8
STARD6,147323,7
STARD7,56910,2
STARD8,9754,4
STARD9,57519,5
STAT1,6772,8
STAT2,6773,10
STAT3,6774,8
STAT4,6775,8
STAT5A,6776,4
STAT5B,6777,4
STAT6,6778,8
STATH,6779,15
STC1,6781,7
STC2,8614,8
STEAP2,261729,2
STEAP3,55240,1
STEAP4,79689,1
STIL,6491,4
STIM1,6786,4
STIM2,57620,8
STIP1,10963,1
STK10,6793,4
STK11,6794,2
STK11IP,114790,4
STK16,8576,2
STK17A,9263,5
STK17B,9262,8
STK19,8859,2
STK24,8428,2
STK25,10494,2
STK31,56164,6
STK32A,202374,3
STK32B,55351,3
STK32C,282974,3
STK33,65975,4
STK35,140901,7
STK36,27148,2
STK38,11329,2
STK38L,23012,2
STK39,27347,2
STK4,6789,2
STK40,83931,4
STMN1,3925,4
STMN2,11075,6
STMN3,50861,8
STMN4,81551,8
STOM,2040,1
STOML1,9399,4
STOML2,30968,1
STOML3,161003,1
STON1,11037,8
STON1-GTF2A1L,11036,8
STON2,85439,4
STOX1,219736,8
STOX2,56977,8
STPG2,285555,2
STRA13,201254,3
STRA6,64220,8
STRA8,346673,9
STRADA,92335,4
STRADB,55437,8
STRAP,11171,2
STRBP,55342,8
STRC,161497,5
STRIP1,85369,2
STRN,6801,2
STRN3,29966,2
STRN4,29888,2
STS,412,5
STT3A,3703,1
STT3B,201595,1
STUB1,10273,2
STX10,8677,12
STX11,8676,8
STX17,55014,4
STX18,53407,2
STX19,415117,8
STX1A,6804,2
STX1B,112755,2
STX2,2054,2
STX3,6809,2
STX4,6810,8
STX5,6811,2
STX6,10228,2
STX7,8417,2
STXBP1,6812,2
STXBP2,6813,2
STXBP3,6814,8
STXBP4,252983,4
STXBP5,134957,4
STXBP5L,9515,4
STXBP6,29091,7
STYK1,55359,8
STYX,6815,2
SUB1,10923,2
SUCLA2,8803,1
SUCLG1,8802,1
SUCLG2,8801,1
SUCNR1,56670,8
SUCO,51430,2
SUDS3,64426,4
SUFU,51684,5
SUGCT,79783,1
SUGP1,57794,2
SUGP2,10147,5
SUGT1,10910,2
SULF1,23213,4
SULF2,55959,4
SULT1A1,6817,10
SULT1A2,6799,6
SULT1A3,6818,6
SULT1A4,6818,6
SULT1B1,27284,2
SULT1C2,6819,2
SULT1C3,442038,6
SULT1C4,27233,2
SULT1E1,6783,6
SULT2A1,6822,6
SULT2B1,6820,8
SULT4A1,25830,8
SULT6B1,391365,8
SUMF1,285362,1
SUMO1,7341,2
SUMO2,6613,2
SUMO3,6612,2
SUN1,23353,2
SUN3,256979,10
SUN5,140732,3
SUOX,6821,1
SUPT16H,11198,2
SUPT20H,55578,4
SUPT3H,8464,3
SUPT4H1,6827,2
SUPT5H,6829,2
SUPT6H,6830,2
SUPT7L,9913,4
SUPV3L1,6832,1
SURF1,6834,1
SURF2,6835,2
SURF4,6836,3
SURF6,6838,2
SUSD1,64420,8
SUSD2,56241,4
SUSD3,203328,8
SUSD4,55061,8
SUSD5,26032,9
SUV39H2,79723,2
SUV420H1,51111,3
SUV420H2,84787,3
SUZ12,23512,2
SV2A,9900,2
SV2B,9899,2
SV2C,22987,2
SVIL,6840,4
SVIP,258010,6
SVOP,55530,1
SVOPL,136306,1
SWAP70,23075,4
SWI5,375757,2
SWSAP1,126074,10
SWT1,54823,4
SYAP1,94056,2
SYBU,55638,8
SYCE1,93426,8
SYCE2,256126,5
SYCE3,644186,8
SYCN,342898,8
SYCP1,6847,8
SYCP2,10388,6
SYCP2L,221711,8
SYDE1,85360,4
SYDE2,84144,5
SYF2,25949,2
SYK,6850,5
SYMPK,8189,2
SYN1,6853,2
SYN3,8224,2
SYNC,81493,8
SYNCRIP,10492,2
SYNDIG1,79953,8
SYNDIG1L,646658,8
SYNE1,23345,5
SYNE2,23224,5
SYNE3,161176,8
SYNGAP1,8831,5
SYNGR1,9145,4
SYNGR2,9144,4
SYNGR3,9143,8
SYNGR4,23546,11
SYNJ1,8867,2
SYNJ2,8871,2
SYNJ2BP,55333,8
SYNM,23336,8
